RowNumber,CustomerId,Firstname,Lastname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5588,15615004,Bob,Jones,730,France,Female,37,1,0,2,1,1,124364.63,0
5589,15704771,Hank,Brown,593,France,Female,35,6,133489.12,2,1,1,78101.29,0
5590,15588372,Carol,Jones,715,Germany,,,9,105489.31,1,0,0,143096.49,1
5591,15681439,Hank,Taylor,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
5592,15607509,Carol,Wilson,539,France,Male,38,5,0,2,1,0,47388.41,0
5593,15670343,Jack,Brown,576,Spain,Male,19,6,0,2,0,0,72306.07,0
5594,15597968,Grace,Davis,617,Spain,Male,50,7,0,1,1,0,184839.7,1
5595,15658432,Bob,Davis,688,France,Male,40,6,0,1,1,1,47886.44,0
5596,15616431,David,Johnson,608,France,Male,33,4,0,1,0,1,130474.03,0
5597,15796957,Frank,Garcia,597,Spain,Male,,9,0,3,0,1,73181.39,1
5598,15815552,Ivy,Jones,670,France,Female,42,6,112333.63,1,1,1,65706.86,0
5599,15631871,Eva,Johnson,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0
5600,15635870,Ivy,Taylor,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1
5601,15596713,Eva,Brown,786,France,Male,37,7,165896.22,2,1,1,66977.68,0
5602,15684211,Jack,Miller,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0
5603,15760521,Hank,Smith,796,France,Female,50,1,94164,1,1,1,189414.74,0
5604,15608408,Alice,Wilson,598,Spain,Male,39,1,0,2,1,0,159130.32,0
5605,15804721,Grace,Taylor,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
5606,15730272,David,Smith,619,France,Male,58,5,152199.33,1,1,1,86022.09,0
5607,15741988,Eva,Jones,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
5608,15771728,Frank,Miller,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0
5609,15605113,Eva,Davis,518,France,Female,27,1,133801.49,1,1,1,143315.57,0
5610,15661945,Alice,Johnson,623,Spain,Female,40,4,0,3,1,0,31669.18,0
5611,15783816,Ivy,Brown,733,France,Female,,5,0,2,0,0,12761.16,0
5612,15721207,Bob,Johnson,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0
5613,15764072,Ivy,Brown,759,France,Female,31,1,109848.6,1,1,1,42012.55,0
5614,15689412,Jack,Garcia,604,France,Female,32,7,127849.38,1,1,0,15798.7,0
5615,15798385,Bob,Garcia,512,Spain,Female,46,3,0,2,1,1,56408.14,0
5616,15775339,Ivy,Johnson,520,France,Female,29,8,95947.76,1,1,0,4696.44,0
5617,15585256,Frank,Brown,805,Spain,Male,26,2,0,2,1,1,25042.1,0
5618,15797329,Ivy,Brown,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
5619,15780220,Frank,Smith,656,France,Male,38,10,0,1,1,1,136521.82,0
5620,15648951,Frank,Johnson,785,Spain,Male,41,7,0,2,1,1,199108.88,0
5621,15752409,Bob,Williams,553,France,Male,31,6,0,2,0,0,124596.63,0
5622,15807524,Hank,Jones,569,France,Female,44,4,0,2,0,0,134394.78,0
5623,15766649,Carol,Davis,670,France,Male,38,10,89416.99,1,0,0,144275.39,0
5624,15696812,Grace,Garcia,586,Spain,Male,42,6,0,2,1,1,123410.23,0
5625,15581295,Eva,Williams,617,Spain,Female,,1,0,1,1,0,143298.06,0
5626,15663234,Carol,Garcia,508,France,Female,60,7,143262.04,1,1,1,129562.74,0
5627,15741417,Alice,Miller,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0
5628,15695174,Hank,Garcia,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
5629,15665168,Carol,Taylor,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
5630,15601503,Bob,Garcia,578,Spain,Male,28,4,0,2,0,0,6947.09,0
5631,15706131,Alice,Smith,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0
5632,15782758,David,Williams,632,France,Male,40,5,147650.68,1,1,1,199674.83,0
5633,15591091,Hank,Miller,644,France,Male,44,5,73348.56,1,1,0,157166.79,1
5634,15715877,Carol,Brown,821,France,Male,28,2,0,2,1,0,46072.52,0
5635,15756918,Alice,Brown,754,France,Female,38,2,0,2,0,0,3524.69,0
5636,15746662,David,Miller,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
5637,15626679,Ivy,Wilson,584,France,Male,33,3,0,2,0,1,59103.13,0
5638,15793343,Alice,Johnson,549,France,Female,29,8,0,2,1,1,189558.44,0
5639,15576774,Bob,Wilson,729,France,Female,38,7,0,2,0,0,45779.9,0
5640,15801316,Ivy,Williams,523,France,Male,61,8,66250.71,1,1,1,21859.06,0
5641,15800514,Bob,Garcia,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1
5642,15662232,Carol,Brown,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0
5643,15737778,Grace,Smith,782,Spain,Female,41,4,0,1,1,0,132943.88,0
5644,15782096,Carol,Wilson,616,Spain,Female,36,6,0,1,1,1,12916.32,1
5645,15783522,Ivy,Garcia,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0
5646,15785373,Frank,Davis,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1
5647,15756272,Carol,Johnson,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1
5648,15615245,Ivy,Miller,660,France,Male,19,5,127649.64,1,1,1,40368.65,0
5649,15600174,Alice,Garcia,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
5650,15752956,Jack,Johnson,629,Spain,Male,29,6,0,2,1,1,88842.8,0
5651,15644882,Carol,Johnson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0
5652,15766272,Alice,Brown,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
5653,15800620,Bob,Brown,691,France,Female,29,9,0,2,0,0,199635.93,0
5654,15569764,Hank,Williams,687,Germany,,,2,154007.21,1,1,0,158408.23,0
5655,15747458,Grace,Davis,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0
5656,15573171,Bob,Miller,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1
5657,15736769,Bob,Johnson,663,France,Female,27,9,0,2,1,0,150850.29,0
5658,15763381,Ivy,Williams,496,France,Male,30,0,90963.49,1,0,1,27802,0
5659,15814430,Frank,Taylor,747,Spain,Male,41,9,0,1,1,0,32430.94,1
5660,15638607,Eva,Wilson,546,France,Female,52,2,0,1,1,0,137332.37,1
5661,15737133,Jack,Jones,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0
5662,15613945,Frank,Johnson,472,France,Female,26,5,0,2,1,0,108411.66,0
5663,15659937,Ivy,Williams,703,France,Female,,7,0,2,0,1,122518.5,0
5664,15765287,Grace,Davis,850,France,Female,38,2,0,2,1,0,9015.07,0
5665,15661723,Jack,Brown,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
5666,15766064,Jack,Johnson,559,France,Male,,9,111060.05,2,1,0,110371.84,0
5667,15649616,Ivy,Johnson,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
5668,15719017,David,Garcia,672,France,Female,34,8,0,2,1,1,16245.25,0
5669,15720919,Bob,Davis,667,France,Male,42,7,0,1,0,1,108348.94,1
5670,15706706,Hank,Miller,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0
5671,15709653,David,Brown,497,France,Male,32,8,0,2,1,0,67364.42,0
5672,15805104,Ivy,Johnson,743,France,Female,73,6,0,2,0,1,107867.38,0
5673,15622442,David,Wilson,619,France,Male,29,5,0,2,1,0,194310.1,0
5674,15572801,Hank,Brown,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0
5675,15767598,Ivy,Wilson,540,Spain,Male,,8,0,2,0,0,197588.32,0
5676,15757897,Ivy,Jones,766,France,Female,26,3,104258.8,1,1,1,428.23,0
5677,15568104,Jack,Miller,749,France,Female,26,6,0,2,0,1,34948.77,0
5678,15763414,David,Jones,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0
5679,15732265,Alice,Johnson,630,France,Male,33,9,0,2,1,0,64804.59,0
5680,15621974,Carol,Garcia,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0
5681,15803947,Ivy,Miller,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1
5682,15720706,David,Garcia,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0
5683,15759290,Eva,Williams,620,Spain,Male,29,9,0,2,1,0,13133.88,0
5684,15651664,Grace,Taylor,615,France,Female,61,1,104267.7,1,1,0,62845.64,1
5685,15795132,Eva,Davis,735,France,Female,25,3,91718.8,1,0,0,28411.23,0
5686,15811565,David,Williams,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1
5687,15713774,Bob,Jones,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1
5688,15691840,Bob,Wilson,505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0
5689,15682021,David,Jones,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0
5690,15612931,Jack,Miller,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0
5691,15676707,Jack,Miller,577,Spain,Female,39,4,0,2,1,0,91366.42,0
5692,15601383,Ivy,Jones,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0
5693,15662662,Hank,Johnson,573,France,Female,30,6,0,2,1,0,66190.21,0
5694,15752694,Carol,Jones,653,France,Female,32,4,83772.95,1,0,1,23920.65,0
5695,15590683,Ivy,Miller,660,France,Female,31,6,172325.67,1,0,1,45438.38,0
5696,15773591,Eva,Miller,787,France,Male,46,7,117685.31,2,1,1,93360.35,0
5697,15723620,Carol,Brown,617,France,Male,41,7,0,2,0,1,14496.67,0
5698,15671779,Eva,Smith,567,France,Male,39,5,0,2,0,0,168521.72,0
5699,15672966,Jack,Garcia,682,Spain,Female,64,9,0,2,1,1,103318.44,0
5700,15624667,David,Williams,684,France,Male,35,6,135871.5,1,1,1,87219.41,0
5701,15812888,Hank,Jones,447,France,Male,41,3,0,4,1,1,197490.39,1
5702,15724154,Eva,Brown,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1
5703,15749540,Jack,Johnson,585,France,Male,36,7,0,2,1,0,94283.09,0
5704,15621063,Hank,Miller,516,France,Female,,8,56228.25,1,1,0,46857.52,0
5705,15661626,Ivy,Jones,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1
5706,15698703,David,Miller,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0
5707,15801431,Grace,Wilson,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0
5708,15649451,Bob,Brown,746,France,Male,25,9,0,2,0,1,88728.47,0
5709,15626156,Frank,Jones,655,France,Female,60,3,0,2,1,1,86981.45,0
5710,15606158,Hank,Wilson,644,France,Female,39,9,0,1,1,0,3740.93,0
5711,15589496,Grace,Taylor,778,France,Male,34,5,139064.06,2,0,0,67949.32,0
5712,15730345,Grace,Brown,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
5713,15572038,Hank,Jones,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1
5714,15643439,Grace,Jones,537,France,Male,47,10,0,2,0,1,25482.62,0
5715,15604158,Eva,Davis,554,France,Female,39,10,0,2,1,1,18391.93,0
5716,15657396,Grace,Brown,806,France,Male,31,9,0,2,0,1,140168.36,0
5717,15709478,Jack,Brown,611,Germany,Male,,1,117524.72,2,0,1,161064.29,0
5718,15628824,Carol,Miller,665,France,Female,37,5,160389.82,1,0,1,183542.08,0
5719,15814519,Eva,Jones,648,France,Female,37,7,0,2,1,0,194238.92,0
5720,15636520,Grace,Garcia,692,France,Male,27,1,125547.53,1,0,0,7900.46,0
5721,15794414,Ivy,Garcia,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0
5722,15643671,Bob,Garcia,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
5723,15700650,David,Taylor,681,France,Male,,3,0,2,0,0,55816.2,0
5724,15680224,Grace,Jones,687,France,Female,26,6,0,2,1,1,32909.13,0
5725,15784286,Alice,Jones,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0
5726,15693996,Bob,Wilson,507,France,Female,33,1,113452.66,1,0,0,142911.99,0
5727,15764343,Ivy,Davis,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
5728,15704168,Jack,Brown,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1
5729,15680197,Grace,Miller,701,France,Male,41,10,0,2,1,1,146257.77,0
5730,15633729,Jack,Davis,488,France,Male,43,10,112751.13,1,1,1,28332,0
5731,15577683,Grace,Wilson,539,France,Female,29,4,0,2,1,1,100919.19,0
5732,15800746,Frank,Jones,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
5733,15788686,Carol,Williams,538,Spain,Male,40,8,0,2,1,1,25554.4,0
5734,15742798,Jack,Brown,829,France,Female,22,7,150126.44,1,1,0,152107.93,1
5735,15596647,Carol,Taylor,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
5736,15756070,Bob,Garcia,585,Spain,Female,44,4,0,2,0,1,101728.46,0
5737,15775116,Frank,,581,France,Male,31,3,0,2,0,0,89040.61,0
5738,15575428,David,Jones,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
5739,15654074,Eva,Wilson,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
5740,15695872,Carol,Williams,712,France,Female,30,1,89571.59,1,1,1,177613.19,0
5741,15568885,Frank,Johnson,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0
5742,15725036,Carol,Garcia,709,France,Male,,9,118546.71,1,0,1,77142.85,0
5743,15632665,Hank,Miller,832,France,,61,2,0,1,0,1,127804.66,1
5744,15571476,Ivy,Jones,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0
5745,15776850,David,Smith,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0
5746,15623649,Ivy,Williams,629,Spain,Male,32,3,0,2,1,1,15404.64,0
5747,15751131,Grace,Williams,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
5748,15688128,Carol,Brown,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0
5749,15678412,Grace,Taylor,645,France,Female,45,8,85325.93,1,0,0,22558.74,0
5750,15770291,Alice,Garcia,844,France,Female,29,8,0,2,0,0,147342.03,0
5751,15583392,Carol,Jones,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1
5752,15690731,Frank,Smith,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
5753,15697948,David,Garcia,752,Spain,Female,36,3,0,2,1,1,48505.1,0
5754,15608328,Grace,Wilson,760,Spain,Female,41,6,0,2,0,0,101491.23,0
5755,15766378,Carol,Smith,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0
5756,15600813,Alice,Davis,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
5757,15706217,Ivy,Davis,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0
5758,15601417,Frank,Williams,681,France,Male,32,3,148884.47,2,1,1,90967.37,0
5759,15610972,Hank,Wilson,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1
5760,15674620,Carol,Davis,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0
5761,15785350,Hank,Williams,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
5762,15749119,Bob,Taylor,710,France,Female,31,3,0,2,1,1,112289.06,0
5763,15756535,David,Jones,733,Germany,Male,39,5,91538.51,1,1,1,93783,0
5764,15700965,Carol,Williams,724,France,Female,32,6,0,2,1,1,150026.79,0
5765,15791851,Jack,Jones,726,France,Female,34,0,185734.75,1,1,1,102036.82,0
5766,15717156,Alice,Wilson,520,France,Male,30,3,143396.54,2,1,1,898.51,0
5767,15740846,Grace,Brown,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
5768,15573284,Jack,Garcia,579,France,Female,45,2,0,2,0,0,11514.39,0
5769,15729083,Bob,Williams,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
5770,15611612,David,Williams,570,France,Female,29,0,0,1,1,0,37092.43,0
5771,15694381,Ivy,Jones,631,France,Male,51,8,100654.8,1,1,0,171587.9,0
5772,15651737,Frank,Davis,623,Spain,,44,1,83325.77,1,0,1,80828.78,0
5773,15663168,Hank,Davis,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
5774,15643426,Bob,Williams,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0
5775,15618245,Grace,Davis,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0
5776,15717527,Frank,Davis,619,France,Female,49,9,145359.99,1,1,0,38186.85,0
5777,15793478,Ivy,Williams,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
5778,15642248,Grace,Taylor,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0
5779,15640377,Alice,Taylor,526,France,Female,36,0,0,2,1,0,97767.63,0
5780,15723950,Hank,Johnson,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1
5781,15590327,Jack,Taylor,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0
5782,15706199,Carol,Johnson,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
5783,15671514,Bob,Wilson,669,Spain,Female,33,8,0,2,0,1,128538.05,0
5784,15727041,Carol,Miller,624,France,Male,71,7,0,2,1,1,108841.83,0
5785,15738063,Frank,Garcia,631,France,Male,29,2,0,2,1,1,18581.84,0
5786,15711733,Carol,Miller,753,France,Male,48,4,0,2,0,1,146821.42,0
5787,15652320,Jack,Davis,588,France,Male,40,5,0,2,0,0,100727.68,0
5788,15634180,Eva,Smith,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0
5789,15694566,Frank,Davis,602,France,Female,42,10,0,2,0,0,169921.11,1
5790,15726103,Hank,Williams,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1
5791,15646351,Grace,Williams,486,Spain,Male,27,7,0,2,1,0,28823.04,0
5792,15730044,Hank,Garcia,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
5793,15795186,Carol,Brown,562,France,Male,38,5,0,1,1,0,115700.2,0
5794,15784890,David,Brown,763,Spain,Female,32,8,0,2,1,0,16725.53,0
5795,15694125,Frank,Brown,669,France,Male,,5,0,2,1,1,56875.76,0
5796,15565891,Grace,Taylor,709,France,Male,39,8,0,2,1,0,56214.09,0
5797,15674254,Ivy,Wilson,554,Spain,Female,45,4,0,2,1,1,193412.05,0
5798,15775206,Alice,Davis,699,France,Male,37,10,0,2,0,0,83263.04,0
5799,15797627,Hank,Williams,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0
5800,15649853,Hank,Smith,625,France,Female,45,3,0,1,1,1,184474.15,1
5801,15610379,Frank,Smith,599,France,Male,30,9,105443.68,1,1,1,121124.53,0
5802,15659800,David,Smith,584,Spain,Female,50,1,0,1,0,1,152567.75,1
5803,15716236,Carol,Brown,499,France,Male,35,10,0,2,1,0,10722.54,0
5804,15672053,Carol,Garcia,526,Spain,Male,38,2,0,2,0,0,58010.98,0
5805,15663933,Frank,Brown,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1
5806,15814236,Hank,Williams,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0
5807,15583597,Grace,Davis,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0
5808,15607395,Alice,Davis,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
5809,15694556,Frank,Garcia,684,France,Male,60,2,116563.58,1,1,0,120257.7,1
5810,15744109,Grace,Wilson,850,France,Male,32,4,0,1,1,1,180622.02,0
5811,15800688,Grace,Taylor,495,Spain,Female,42,7,0,2,0,0,130404.53,0
5812,15810878,Ivy,Smith,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0
5813,15587835,Jack,Davis,850,France,Male,41,3,136416.82,1,0,1,57844.26,0
5814,15763515,Eva,Garcia,513,France,Male,30,5,0,2,1,0,162523.66,0
5815,15725882,Alice,Smith,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0
5816,15788022,Bob,Brown,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0
5817,15663917,David,Jones,547,France,Male,43,1,92350.36,1,0,1,80262.91,0
5818,15656865,Eva,Miller,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
5819,15667971,Ivy,Davis,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0
5820,15800366,Alice,Wilson,546,France,Male,29,5,0,1,1,1,94823.95,0
5821,15717231,Carol,Garcia,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
5822,15643188,Eva,Taylor,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1
5823,15671351,Carol,Wilson,624,Spain,Male,35,2,0,2,1,0,87310.59,0
5824,15573628,David,Brown,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1
5825,15698953,Carol,Davis,636,Spain,Male,36,1,0,3,1,1,74048.1,1
5826,15753888,David,Williams,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1
5827,15737961,Alice,Brown,509,Germany,Female,,0,107712.57,2,1,1,92898.17,0
5828,15801701,Hank,Taylor,653,Spain,Male,35,9,0,2,1,1,45956.05,0
5829,15684419,David,Brown,709,Spain,Female,37,8,0,3,1,0,71738.56,0
5830,15794266,Grace,Garcia,559,France,Male,32,9,145303.52,1,1,0,103560.98,0
5831,15810711,Bob,Wilson,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
5832,15771270,Bob,Garcia,635,France,Female,27,8,127471.56,1,1,1,152916.05,1
5833,15607786,Frank,Smith,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
5834,15624519,Bob,Jones,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1
5835,15799910,Frank,Wilson,793,France,Male,32,2,0,2,1,0,193817.63,1
5836,15602479,Bob,Jones,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
5837,15617419,David,Garcia,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0
5838,15657603,Grace,Williams,850,France,Female,35,6,81684.97,1,1,0,824,0
5839,15570379,Hank,Davis,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1
5840,15772996,Carol,Taylor,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
5841,15729574,Ivy,Brown,616,Spain,Male,71,4,0,2,1,1,173599.38,0
5842,15737267,Bob,Brown,676,France,Female,49,1,0,1,1,0,79342.31,1
5843,15799128,Hank,Jones,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
5844,15813327,Hank,Taylor,710,France,Male,21,4,109130.96,2,1,1,56191.99,0
5845,15711921,David,Wilson,695,France,Male,29,5,0,2,1,1,6770.44,0
5846,15654300,Alice,Davis,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
5847,15569945,Alice,Miller,509,Spain,Male,29,1,0,2,1,0,69113.14,0
5848,15569666,Bob,Jones,517,France,Female,45,4,0,1,0,0,172674.36,1
5849,15681887,Ivy,Wilson,758,Germany,,33,0,129142.54,2,1,1,26606.28,0
5850,15608873,Bob,Wilson,665,France,Male,51,2,0,1,0,0,53353.36,0
5851,15762091,Bob,Taylor,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0
5852,15722053,Frank,Taylor,576,Spain,Male,33,3,0,2,0,1,190112.05,0
5853,15782100,Grace,Johnson,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0
5854,15765300,Grace,Brown,596,Germany,Male,,5,62389.03,3,1,0,148623.43,1
5855,15743570,Ivy,Davis,481,France,Female,34,5,0,2,1,1,125253.46,0
5856,15608541,Frank,Smith,498,France,Male,46,1,91857.66,1,1,0,101954.78,1
5857,15750671,Hank,Jones,512,Spain,Male,31,6,0,2,1,0,168462.26,0
5858,15813659,Frank,Davis,594,France,Female,56,7,0,1,1,0,26215.85,1
5859,15757867,Bob,Johnson,570,France,Female,30,10,176173.52,1,1,0,97045.32,1
5860,15652914,Alice,Johnson,721,Spain,Male,38,7,0,1,0,1,53534.8,0
5861,15723818,Eva,Davis,453,France,Female,37,4,131834.76,2,1,0,8949.2,0
5862,15713819,Ivy,Taylor,562,France,Male,,3,92347.96,1,1,1,163116.75,0
5863,15656484,Hank,Wilson,682,France,Male,40,4,0,2,1,1,140745.91,0
5864,15778515,David,Miller,748,France,Male,40,3,95297.11,1,0,0,171515.84,0
5865,15803840,Eva,Davis,729,France,Female,32,9,0,2,0,0,150803.44,0
5866,15735339,Eva,Jones,663,France,Male,39,4,0,1,1,0,76884.05,0
5867,15600392,Frank,Smith,735,France,Female,53,8,123845.36,2,0,1,170454.93,1
5868,15625740,Carol,Brown,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0
5869,15663817,Eva,Johnson,713,France,Male,46,5,0,1,1,1,55701.62,0
5870,15734461,Bob,Williams,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
5871,15780142,Jack,Williams,632,France,Male,43,2,100013.51,1,1,0,24275.32,0
5872,15709920,Alice,Wilson,479,France,Female,33,2,208165.53,1,0,0,50774.81,1
5873,15684248,Alice,Taylor,658,Spain,Male,21,7,0,2,0,1,154279.87,0
5874,15643158,Jack,Brown,598,France,Female,40,9,0,1,1,0,68462.59,1
5875,15693902,Grace,Johnson,597,France,Male,19,2,0,2,1,1,91036.74,0
5876,15578307,Bob,Williams,512,France,Female,33,6,121685.31,2,1,1,83681.97,0
5877,15585379,David,Williams,704,France,Male,39,2,111525.02,1,1,0,199484.96,0
5878,15758510,Eva,Miller,474,France,Male,26,6,0,2,0,0,152491.22,0
5879,15692918,Grace,Davis,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
5880,15705301,Bob,Garcia,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
5881,15718231,Frank,Brown,537,France,Male,28,0,88963.31,2,1,1,189839.93,0
5882,15567991,Alice,Garcia,794,Spain,Male,,0,144880.34,2,0,1,175643.44,0
5883,15772650,Grace,Smith,732,France,Male,55,9,136576.02,1,0,1,3268.17,1
5884,15574795,Ivy,Taylor,495,France,Female,38,2,63093.01,1,1,1,47089.72,0
5885,15706036,Eva,Davis,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0
5886,15723856,Eva,Smith,602,France,Female,29,3,88814.4,2,1,1,62487.97,0
5887,15812920,David,Jones,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0
5888,15691287,Carol,Johnson,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1
5889,15804797,Ivy,Garcia,443,France,Female,54,3,138547.97,1,1,1,70196.23,1
5890,15708650,Eva,Wilson,727,France,Female,31,2,52192.08,2,0,1,160383.47,0
5891,15712777,Hank,Jones,482,France,,38,4,124976.19,1,1,0,35848.12,0
5892,15786469,Ivy,Brown,686,France,Female,34,1,0,2,1,0,87278.48,0
5893,15669219,Eva,Johnson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
5894,15641004,Jack,Williams,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0
5895,15648067,Ivy,Garcia,583,France,Male,39,1,129299.28,2,1,0,73107.6,0
5896,15704014,Bob,Davis,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0
5897,15645136,Ivy,Davis,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0
5898,15709604,David,Jones,781,France,Male,23,2,107433.48,1,1,0,173843.21,0
5899,15713637,Frank,Jones,699,France,Male,,2,117468.67,1,1,0,185227.42,0
5900,15793901,Frank,Taylor,639,France,Female,27,2,0,2,0,0,125244.18,0
5901,15569759,Frank,Williams,583,France,Female,27,4,0,3,1,0,163113.41,0
5902,15712930,Bob,Miller,587,France,Male,42,1,0,1,0,0,123006.91,0
5903,15586504,Grace,Garcia,694,France,Male,40,9,0,2,1,0,40463.03,0
